Timestamp,Temperature,Humidity,Pressure,Rotation
292,24.4,44.75,1013.25,1196
293,24.32,44.64,1013.19,1197
294,24.35,44.27,1013.26,1199
295,24.08,44.37,1013.26,1202
296,24.25,44.84,1013.37,1196
297,24.29,44.53,1013.29,1189
298,24.31,44.47,1013.23,1201
299,24.42,44.69,1013.25,1202
300,24.37,44.11,1013.26,1204
301,24.24,44.41,1013.33,1211
302,24.37,44.5,1013.17,1201
303,24.45,44.71,1013.27,1201
304,24.23,44.88,1013.27,1200
305,24.3,44.72,1013.18,1200
306,24.4,44.88,1013.28,1206
307,24.34,44.57,1013.32,1196
308,24.24,44.77,1013.25,1204
309,24.29,44.24,1013.23,1193
310,24.18,44.61,1013.18,1205
311,24.45,44.21,1013.19,1194
312,24.17,44.79,1013.22,1201
313,24.45,44.63,1013.17,1203
314,24.17,44.45,1013.16,1196
315,24.24,44.32,1013.23,1205
316,24.23,44.48,1013.26,1197
317,24.23,44.61,1013.24,1195
318,24.26,44.41,1013.27,1198
319,24.4,44.56,1013.28,1198
320,24.43,44.33,1013.2,1197
321,24.22,44.18,1013.26,1205
322,24.23,44.53,1013.37,1198
323,24.42,44.62,1013.2,1205
324,24.32,44.29,1013.29,1198
325,24.29,44.41,1013.24,1202
326,24.13,44.56,1013.3,1196
327,24.21,45.07,1013.27,1194
328,24.34,44.33,1013.17,1199
329,24.21,44.79,1013.32,1209
330,24.42,44.43,1013.39,1198
331,24.3,44.55,1013.23,1198
332,24.19,44.51,1013.25,1206
333,24.43,44.69,1013.14,1200
334,24.36,44.3,1013.18,1205
335,24.36,44.4,1013.23,1204
336,24.26,44.54,1013.26,1198
337,24.18,44.38,1013.24,1202
338,24.28,44.69,1013.29,1195
339,24.33,44.65,1013.24,1201
340,24.31,44.2,1013.35,1192
341,24.29,44.46,1013.22,1198
342,24.27,44.63,1013.19,1202
343,24.29,44.48,1013.27,1208
344,24.27,44.44,1013.28,1195
345,24.44,44.69,1013.34,1196
346,24.4,44.68,1013.25,1201
347,24.29,44.46,1013.22,1199
348,24.37,44.67,1013.22,1196
349,24.28,44.55,1013.25,1193
350,24.44,43.97,1013.21,1194
351,24.41,44.79,1013.31,1197
352,24.36,44.37,1013.2,1198
353,24.33,44.25,1013.28,1205
354,24.25,44.38,1013.23,1195
355,24.29,44.29,1013.26,1205
356,24.35,44.68,1013.21,1195
357,24.46,44.6,1013.25,1205
358,24.16,45.0,1013.3,1193
359,24.45,44.3,1013.22,1194
360,24.36,44.28,1013.22,1191
361,24.32,44.24,1013.23,1202
362,24.11,44.21,1013.26,1192
363,24.3,44.23,1013.23,1207
364,24.29,44.34,1013.3,1193
365,24.47,44.54,1013.29,1201
366,24.24,44.61,1013.3,1196
367,24.23,44.6,1013.17,1207
368,24.35,44.6,1013.26,1203
369,24.53,44.28,1013.28,1192
370,24.35,44.41,1013.27,1205
371,24.39,44.67,1013.15,1191
372,24.31,44.39,1013.27,1198
373,24.32,44.48,1013.32,1196
374,24.36,44.36,1013.25,1196
375,24.52,44.56,1013.35,1192
376,24.14,44.51,1013.22,1199
377,24.37,44.82,1013.18,1203
378,24.44,44.43,1013.18,1207
379,24.22,44.0,1013.22,1198
380,24.3,43.94,1013.28,1200
381,24.29,44.63,1013.27,1192
382,24.46,44.53,1013.19,1197
383,24.29,44.78,1013.28,1199
384,24.21,44.32,1013.23,1191
385,24.34,44.68,1013.3,1212
386,24.22,44.31,1013.29,1194
387,24.35,44.23,1013.24,1196
388,24.23,44.51,1013.22,1196
389,24.3,44.45,1013.31,1199
390,24.22,44.61,1013.14,1196
391,24.42,44.39,1013.2,1197
392,24.4,44.67,1013.27,1202
393,24.38,44.14,1013.26,1205
394,24.45,44.44,1013.27,1195
395,24.44,44.58,1013.26,1198
396,24.51,44.71,1013.26,1198
397,24.29,44.21,1013.23,1197
398,24.33,44.14,1013.3,1208
399,24.53,44.48,1013.22,1201
400,24.5,44.52,1013.31,1206
401,24.36,44.32,1013.23,1202
402,24.46,44.72,1013.29,1199
403,24.46,44.38,1013.35,1204
404,24.27,44.06,1013.16,1194
405,24.35,44.46,1013.26,1206
406,24.19,44.12,1013.24,1198
407,24.4,44.46,1013.28,1199
408,24.34,44.2,1013.15,1205
409,24.29,44.24,1013.21,1207
410,24.38,44.3,1013.25,1202
411,24.4,44.15,1013.2,1194
412,24.49,44.65,1013.27,1204
413,24.39,44.22,1013.31,1189
414,24.22,44.31,1013.22,1198
415,24.37,43.95,1013.16,1200
416,24.54,44.62,1013.23,1197
417,24.55,44.65,1013.28,1199
418,24.27,44.61,1013.22,1201
419,24.33,44.17,1013.27,1204
420,24.3,44.39,1013.32,1195
421,24.4,44.56,1013.27,1195
422,24.38,44.36,1013.18,1191
423,24.36,44.28,1013.3,1199
424,24.31,44.22,1013.2,1202
425,24.51,44.6,1013.22,1196
426,24.41,44.38,1013.27,1193
427,24.64,44.33,1013.28,1205
428,24.33,44.04,1013.28,1207
429,24.5,44.54,1013.31,1196
430,24.56,44.49,1013.33,1197
431,24.42,44.45,1013.16,1200
432,24.42,44.57,1013.23,1195
433,24.44,44.46,1013.3,1197
434,24.48,44.6,1013.25,1204
435,24.41,44.74,1013.22,1193
436,24.42,44.42,1013.3,1205
437,24.47,43.81,1013.31,1201
438,24.33,44.34,1013.27,1195
439,24.42,44.55,1013.22,1194
440,24.46,44.23,1013.19,1209
441,24.45,44.42,1013.17,1202
442,24.48,44.43,1013.25,1200
443,24.33,44.29,1013.2,1199
444,24.22,44.18,1013.23,1199
445,24.4,44.1,1013.16,1200
446,24.3,44.31,1013.24,1198
447,24.54,44.15,1013.18,1205
448,24.31,44.36,1013.22,1193
449,24.36,44.56,1013.28,1200
450,24.32,44.35,1013.21,1197
451,24.26,44.33,1013.33,1196
452,24.33,44.63,1013.2,1199
453,24.27,44.52,1013.29,1203
454,24.41,44.37,1013.29,1206
455,24.43,44.37,1013.23,1200
456,24.44,44.48,1013.2,1209
457,24.35,44.32,1013.24,1199
458,24.51,44.67,1013.3,1196
459,24.45,44.31,1013.25,1197
460,24.25,44.58,1013.13,1198
461,24.33,44.5,1013.27,1201
462,24.46,44.48,1013.32,1201
463,24.49,44.43,1013.25,1200
464,24.37,44.73,1013.24,1203
465,24.39,44.39,1013.23,1191
466,24.56,44.11,1013.26,1196
467,24.35,44.38,1013.29,1197
468,24.56,44.47,1013.19,1204
469,24.2,44.09,1013.37,1199
470,24.17,44.41,1013.32,1194
471,24.52,44.54,1013.3,1205
472,24.56,44.5,1013.22,1199
473,24.41,44.21,1013.27,1198
474,24.41,44.24,1013.39,1200
475,24.45,44.33,1013.28,1212
476,24.42,44.18,1013.17,1200
477,24.31,44.25,1013.14,1193
478,24.29,43.95,1013.14,1200
479,24.44,44.01,1013.22,1189
480,24.29,44.64,1013.25,1199
481,24.29,44.61,1013.26,1198
482,24.39,44.53,1013.17,1198
483,24.31,43.76,1013.27,1195
484,24.47,44.28,1013.22,1196
485,24.3,44.31,1013.23,1199
486,24.29,44.21,1013.25,1198
487,24.33,44.48,1013.26,1205
488,24.52,44.59,1013.29,1199
489,24.45,44.6,1013.28,1195
490,24.42,43.86,1013.28,1199
491,24.19,44.56,1013.28,1201
492,24.49,44.33,1013.22,1196
493,24.63,44.24,1013.25,1206
494,24.4,44.72,1013.24,1204
495,24.41,44.1,1013.27,1188
496,24.31,44.24,1013.25,1197
497,24.29,44.24,1013.29,1207
498,24.23,44.68,1013.27,1193
499,24.54,44.51,1013.18,1206
500,24.25,44.42,1013.29,1193
501,24.33,44.27,1013.15,1200
502,24.32,44.15,1013.28,1200
503,24.42,44.69,1013.36,1204
504,24.46,44.62,1013.17,1197
505,24.46,44.37,1013.19,1200
506,24.41,44.37,1013.28,1204
507,24.42,44.13,1013.3,1203
508,24.57,44.54,1013.25,1207
509,24.48,44.17,1013.3,1195
510,24.58,44.46,1013.18,1202
511,24.38,44.36,1013.35,1201
512,24.45,44.24,1013.17,1206
513,24.49,44.55,1013.24,1205
514,24.35,44.52,1013.26,1192
515,24.44,44.11,1013.15,1187
516,24.14,44.74,1013.24,1208
517,24.44,44.02,1013.24,1201
518,24.39,44.34,1013.19,1199
519,24.55,44.22,1013.33,1201
520,24.28,44.52,1013.25,1196
521,24.42,44.49,1013.21,1201
522,24.24,44.18,1013.25,1199
523,24.38,44.26,1013.2,1199
524,24.22,44.6,1013.22,1192
525,24.25,44.57,1013.19,1201
526,24.49,44.11,1013.34,1204
527,24.37,44.53,1013.31,1196
528,24.26,44.35,1013.18,1208
529,24.55,44.23,1013.16,1192
530,24.27,44.43,1013.24,1198
531,24.37,44.3,1013.21,1192
532,24.44,44.33,1013.24,1197
533,24.48,44.19,1013.25,1198
534,24.48,44.38,1013.19,1195
535,24.62,44.18,1013.21,1200
536,24.49,44.65,1013.24,1200
537,24.45,44.16,1013.17,1202
538,24.33,44.09,1013.2,1202
539,24.3,44.46,1013.24,1202
540,24.42,44.15,1013.23,1188
541,24.37,44.27,1013.32,1195
542,24.46,44.37,1013.25,1199
543,24.52,44.03,1013.2,1198
544,24.35,44.32,1013.36,1205
545,24.4,44.62,1013.22,1191
546,24.39,44.17,1013.25,1198
547,24.54,44.15,1013.24,1204
548,24.54,44.24,1013.31,1202
549,24.34,44.36,1013.3,1204
550,24.42,44.05,1013.32,1195
551,24.4,44.34,1013.3,1205
552,24.46,44.2,1013.23,1205
553,24.54,44.38,1013.26,1201
554,24.46,44.12,1013.28,1198
555,24.39,44.41,1013.17,1196
556,24.4,44.37,1013.17,1192
557,24.59,43.92,1013.2,1202
558,24.47,44.6,1013.13,1191
559,24.54,44.27,1013.29,1195
560,24.55,44.01,1013.21,1199
561,24.68,44.35,1013.21,1203
562,24.61,44.51,1013.27,1201
563,24.45,44.38,1013.27,1209
564,24.54,44.35,1013.22,1211
565,24.37,44.6,1013.28,1202
566,24.48,44.02,1013.15,1203
567,24.45,44.36,1013.24,1193
568,24.27,44.36,1013.33,1207
569,24.45,44.32,1013.17,1197
570,24.3,44.48,1013.27,1206
571,24.45,44.08,1013.22,1197
572,24.4,44.08,1013.38,1199
573,24.54,44.38,1013.27,1198
574,24.52,44.4,1013.28,1203
575,24.51,44.42,1013.31,1192
576,24.58,44.46,1013.25,1199
577,24.49,44.39,1013.29,1202
578,24.5,44.35,1013.25,1205
579,24.47,44.22,1013.25,1197
580,24.52,44.27,1013.3,1190
581,24.56,44.43,1013.29,1195
582,24.39,44.36,1013.25,1201
583,24.43,44.27,1013.35,1190
584,24.47,44.29,1013.25,1206
585,24.42,44.4,1013.27,1199
586,24.34,43.69,1013.23,1201
587,24.45,43.92,1013.24,1198
588,24.5,44.27,1013.22,1202
589,24.54,44.31,1013.3,1209
590,24.43,44.2,1013.2,1187
591,24.32,44.37,1013.17,1200
592,24.45,44.02,1013.33,1201
593,24.22,44.49,1013.33,1207
594,24.31,44.12,1013.13,1208
595,24.4,44.72,1013.28,1197
596,24.55,44.42,1013.26,1197
597,24.43,44.4,1013.33,1199
598,24.48,44.47,1013.24,1192
599,24.44,44.47,1013.18,1190
600,24.41,44.64,1013.33,1205
601,24.6,44.29,1013.3,1199
602,24.25,43.9,1013.35,1193
603,24.53,44.52,1013.22,1205
604,24.41,44.16,1013.19,1202
605,24.4,44.53,1013.33,1198
606,24.53,44.48,1013.28,1203
607,24.58,44.24,1013.14,1208
608,24.28,44.4,1013.21,1204
609,24.37,44.29,1013.23,1200
610,24.5,44.59,1013.33,1196
611,24.59,44.16,1013.25,1200
612,24.35,44.5,1013.23,1201
613,24.7,44.05,1013.22,1198
614,24.6,44.57,1013.19,1194
615,24.45,44.47,1013.24,1196
616,24.52,44.11,1013.33,1199
617,24.44,44.58,1013.24,1186
618,24.64,44.55,1013.29,1190
619,24.67,44.36,1013.25,1201
620,24.46,44.1,1013.23,1205
621,24.58,44.09,1013.35,1193
622,24.32,44.12,1013.26,1199
623,24.41,44.47,1013.26,1213
624,24.54,44.63,1013.22,1202
625,24.61,44.21,1013.35,1202
626,24.47,44.2,1013.33,1197
627,24.55,44.17,1013.26,1202
628,24.5,44.26,1013.28,1206
629,24.45,44.46,1013.33,1191
630,24.51,44.42,1013.26,1197
631,24.5,44.56,1013.26,1194
632,24.51,44.3,1013.27,1197
633,24.4,44.18,1013.32,1203
634,24.57,44.5,1013.23,1196
635,24.5,44.55,1013.18,1203
636,24.52,43.91,1013.2,1205
637,24.42,44.16,1013.15,1202
638,24.52,44.21,1013.19,1200
639,24.41,44.14,1013.31,1191
640,24.52,44.79,1013.36,1204
641,24.42,44.28,1013.3,1197
642,24.44,44.32,1013.24,1198
643,24.35,44.33,1013.23,1197
644,24.32,44.05,1013.24,1204
645,24.55,44.26,1013.12,1194
646,24.42,44.28,1013.22,1204
647,24.41,44.12,1013.26,1209
648,24.44,44.52,1013.29,1205
649,24.51,44.52,1013.27,1204
650,24.52,44.39,1013.26,1203
651,24.56,44.01,1013.22,1197
652,24.62,44.16,1013.24,1195
653,24.47,44.06,1013.19,1197
654,24.64,44.38,1013.26,1199
655,24.44,44.38,1013.3,1190
656,24.36,44.18,1013.27,1197
657,24.45,44.24,1013.22,1200
658,24.46,44.38,1013.31,1196
659,24.64,44.26,1013.33,1197
660,24.41,44.33,1013.26,1207
661,24.35,44.11,1013.23,1202
662,24.49,44.28,1013.18,1198
663,24.48,44.49,1013.26,1200
664,24.62,44.45,1013.25,1201
665,24.54,44.28,1013.24,1203
666,24.56,44.23,1013.19,1194
667,24.71,43.98,1013.27,1208
668,24.53,44.52,1013.31,1202
669,24.44,43.98,1013.22,1201
670,24.52,44.12,1013.27,1207
671,24.4,44.21,1013.24,1197
672,24.51,44.25,1013.21,1196
673,24.44,44.15,1013.32,1199
674,24.47,43.94,1013.28,1196
675,24.46,44.32,1013.19,1197
676,24.51,44.08,1013.27,1203
677,24.51,44.42,1013.24,1194
678,24.57,43.9,1013.23,1206
679,24.35,44.11,1013.28,1199
680,24.69,44.23,1013.16,1197
681,24.52,44.33,1013.26,1200
682,24.59,44.39,1013.25,1203
683,24.35,44.19,1013.21,1204
684,24.35,44.4,1013.28,1200
685,24.4,44.4,1013.16,1203
686,24.59,44.45,1013.14,1203
687,24.37,44.52,1013.26,1199
688,24.54,44.22,1013.23,1205
689,24.47,43.83,1013.21,1195
690,24.63,43.66,1013.26,1200
691,24.27,44.35,1013.22,1208
692,24.41,43.83,1013.25,1202
693,24.58,44.34,1013.25,1198
694,24.42,44.03,1013.21,1195
695,24.6,44.02,1013.28,1206
696,24.53,44.37,1013.29,1204
697,24.51,44.22,1013.23,1205
698,24.31,44.09,1013.25,1200
699,24.7,44.18,1013.28,1190
700,24.41,44.2,1013.32,1205
701,24.58,44.15,1013.24,1194
702,24.49,44.09,1013.31,1202
703,24.54,44.04,1013.17,1189
704,24.4,44.22,1013.26,1200
705,24.39,44.14,1013.28,1201
706,24.68,44.03,1013.24,1206
707,24.54,44.18,1013.23,1211
708,24.4,44.29,1013.2,1201
709,24.46,44.33,1013.3,1203
710,24.52,44.44,1013.19,1208
711,24.51,44.33,1013.32,1191
712,24.53,44.58,1013.35,1198
713,24.51,44.0,1013.21,1203
714,24.45,44.26,1013.31,1194
715,24.44,44.14,1013.3,1204
716,24.59,44.24,1013.26,1207
717,24.42,43.98,1013.24,1198
718,24.5,44.13,1013.13,1208
719,24.65,44.38,1013.26,1204
720,24.48,44.18,1013.28,1195
721,24.51,44.24,1013.26,1202
722,24.37,44.7,1013.23,1196
723,24.66,44.2,1013.26,1201
724,24.53,44.13,1013.22,1203
725,24.51,44.14,1013.25,1193
726,24.57,44.2,1013.21,1199
727,24.5,44.35,1013.21,1198
728,24.51,44.74,1013.25,1200
729,24.44,44.18,1013.29,1205
730,24.31,44.43,1013.22,1192
731,24.55,44.16,1013.35,1211
732,24.57,44.42,1013.26,1193
733,24.39,44.25,1013.25,1199
734,24.42,43.81,1013.24,1203
735,24.52,44.28,1013.26,1204
736,24.57,44.04,1013.25,1206
737,24.51,44.23,1013.31,1197
738,24.67,44.35,1013.25,1201
739,24.59,44.48,1013.2,1202
740,24.69,44.13,1013.28,1195
741,24.51,44.47,1013.22,1195
742,24.46,44.11,1013.27,1207
743,24.55,44.18,1013.23,1205
744,24.45,44.22,1013.3,1201
745,24.46,44.51,1013.19,1194
746,24.53,44.36,1013.21,1188
747,24.54,44.02,1013.25,1206
748,24.5,44.09,1013.29,1191
749,24.51,44.41,1013.24,1197
750,24.45,44.43,1013.31,1203
751,24.41,44.01,1013.12,1202
752,24.47,43.92,1013.17,1196
753,24.59,44.6,1013.34,1197
754,24.29,44.11,1013.23,1191
755,24.42,44.14,1013.32,1197
756,24.33,44.08,1013.23,1194
757,24.3,44.27,1013.19,1190
758,24.38,44.3,1013.24,1199
759,24.3,44.51,1013.28,1197
760,24.73,44.11,1013.28,1202
761,24.3,44.43,1013.27,1192
762,24.6,43.95,1013.2,1198
763,24.48,44.19,1013.3,1201
764,24.47,44.14,1013.25,1203
765,24.33,43.93,1013.32,1192
766,24.55,44.3,1013.29,1205
767,24.55,44.26,1013.27,1204
768,24.37,44.17,1013.15,1201
769,24.58,44.39,1013.26,1203
770,24.39,43.83,1013.2,1205
771,24.54,44.34,1013.2,1197
772,24.52,44.29,1013.25,1196
773,24.67,44.0,1013.37,1201
